timestampUtc,session,playerBase,playerState,food,wood,stone,gold,populationCurrent,populationCapacity,villagerCount,militaryCount
2026-07-27T20:53:37.1379704Z,1,0x01292690,0x0F737D20,1200,705,1000,1000,5,3,4,1
2026-07-27T20:53:37.6517348Z,1,0x01292690,0x0F737D20,1200,705,1000,1000,5,3,4,1
2026-07-27T20:53:38.1636521Z,1,0x01292690,0x0F737D20,1200,705,1000,1000,5,3,4,1
2026-07-27T20:53:38.6780201Z,1,0x01292690,0x0F737D20,1200,705,1000,1000,5,3,4,1
2026-07-27T20:53:39.1912706Z,1,0x01292690,0x0F737D20,1200,705,1000,1000,5,3,4,1
2026-07-27T20:53:39.7053091Z,1,0x01292690,0x0F737D20,1200,705,1000,1000,5,3,4,1
2026-07-27T20:53:40.2201213Z,1,0x01292690,0x0F737D20,1200,705,1000,1000,5,3,4,1
2026-07-27T20:53:40.7332872Z,1,0x01292690,0x0F737D20,1200,705,1000,1000,5,3,4,1
2026-07-27T20:53:41.2481221Z,1,0x01292690,0x0F737D20,1200,705,1000,1000,5,3,4,1
2026-07-27T20:53:41.7496957Z,1,0x01292690,0x0F737D20,1200,705,1000,1000,5,3,4,1
2026-07-27T20:53:42.2652770Z,1,0x01292690,0x0F737D20,1200,705,1000,1000,5,3,4,1
2026-07-27T20:53:42.7684095Z,1,0x01292690,0x0F737D20,1200,705,1000,1000,5,3,4,1
